Park ID,Park Name,Location Description,District,Classification Type,Neighbourhood,Electoral Ward,Total Area in Hectares,Water Area in Hectares
318,Cannes Tot Lot,53 Cannes Cres,North,Neighbourhood,THE MAPLES,Old Kildonan,1.208988,0
319,Bondar Bay Tot Lot,58 Bondar By,North,Neighbourhood,THE MAPLES,Old Kildonan,0.414009,0
32,South St. Vital Greenway-7,S of 130 Southglen Blvd,East,Linkage,DAKOTA CROSSING,St. Norbert - Seine River,0.97872,0
320,Arthur Wright / Filkow Park,362 Arthur Wright Cres,North,Neighbourhood,MANDALAY WEST,Old Kildonan,0.42365,0
321,Arthur Wright / Duval Park,295 Margate Rd,North,Neighbourhood,MANDALAY WEST,Old Kildonan,2.06153,0
919,Taylor Green Strip-2,"N side Taylor Ave, W of Brock St",South,Buffer,SOUTH RIVER HEIGHTS,River Heights - Fort Garry,0.239502,0
322,Dunham Park,75 Dunham St,North,Neighbourhood,MANDALAY WEST,Old Kildonan,1.653246,0
323,Foxwarren Lake Park,39 Foxwarren Dr (north playground at 195 Foxwarren Dr),North,Neighbourhood,MANDALAY WEST,Old Kildonan,3.629614,2.066166
324,Ambergate Park,175 Amber Trail,North,Neighbourhood,AMBER TRAILS,Old Kildonan,5.395315,2.350462
325,Simkin Park,63 Simkin Dr,North,Community,LEILA-McPHILLIPS TRIANGLE,Old Kildonan,4.22856,0
326,Pipeline Walkway,E side Pipeline Rd at Adsum Dr,North,Linkage,LEILA-McPHILLIPS TRIANGLE,Old Kildonan,0.102336,0
3261,River Park South Path,W side of Paddington Rd between Scammel Rd & Boone Pl,East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.641498,0
327,Leila Simkin Greenspace,N of 151 Simkin Dr,North,Fragment,LEILA-McPHILLIPS TRIANGLE,Old Kildonan,0.096414,0
329,Woodsworth Park,1850 Hekla Ave,North,Community,OAK POINT HIGHWAY,Point Douglas,26.495373,7.39419
34,South St. Vital Greenway-9,"E side of Simone Dr, E to St. Annes Rd",East,Linkage,DAKOTA CROSSING,St. Norbert - Seine River,0.545733,0
338,Leila Tot Lot,130 Leila Ave,North,Neighbourhood,SEVEN OAKS,Mynarski,0.146298,0
339,Matheson Park,Between 567 & 571 Matheson Ave,North,Neighbourhood,JEFFERSON,Mynarski,0.027851,0
340,West Kildonan Memorial C.C,346 Perth Ave,North,Community,JEFFERSON,Mynarski,1.160941,0
343,Seven Oaks Arboretum,430 Partridge Ave,North,Neighbourhood,JEFFERSON,Mynarski,0.336285,0
839,John Forsyth Park,475 John Forsyth Rd,East,Community,DAKOTA CROSSING,St. Norbert - Seine River,14.949958,2.410101
923,Lindsay Buffer Strip C,Between Academy Rd & Kingsway,South,Buffer,NORTH RIVER HEIGHTS,River Heights - Fort Garry,0.66486,0
345,Kildonan Park,2015 Main St,North,Regional,KILDONAN PARK,Mynarski,39.630826,0.731417
351,Harry Hatz Palatnick Memorial Park,1 Dahlia Ave,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.441161,0
928,Lanark St-Bay A,Opposite 121 Lanark St,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.296065,0
929,Lanark St-Bay B,Opposite 175 Lanark St,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.296475,0
93,Assiniboia West Rec. Assoc.-Morgan Site,305 Morgan Cres,North,Community,CRESTVIEW,St. James,0.865253,0
349,Newton Tot Lot,328 Newton Ave,North,Neighbourhood,MARGARET PARK,Mynarski,0.149086,0
350,Margaret-Southall Greenspace,390 Margaret Ave,North,Neighbourhood,MARGARET PARK,Mynarski,0.142032,0
352,Primrose Tot Lot,46 Primrose Cres,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.496346,0
3520,Bitterfield-Dana Park,Between 203 & 215 Bitterfield Dr,North,Greenfield - Future Park: Linkage,AMBER TRAILS,Old Kildonan,0.085045,0
353,Aster-Dahlia Park,4A Crocus St,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.630771,0
354,Teakwood Tot Lot,105 Teakwood Ave,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.269254,0
3540,Glendale Triangle,NE Glendale Blvd & Assiniboine Ave,North,Fragment,WOODHAVEN,St. James,0.0745,0
355,McPhillips Greenway-4,E side McPhillips St between Dafoe Blvd & Richardson Ave,North,Buffer,GARDEN CITY,Old Kildonan,0.144857,0
3560,River Park South Buffer,S Paddington Rd along Frobisher Rd,East,Greenfield - Future Park: Buffer,RIVER PARK SOUTH,St. Norbert - Seine River,1.31188,0
357,Richardson-Fir Tot Lot,30 Richardson Ave,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.400446,0
358,Richardson-McCurdy Tot Lot,33 McCurdy St,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.243288,0
359,McPhillips Greenway-3,E side McPhillips St between Jefferson Ave & Canna Blvd,North,Buffer,GARDEN CITY,Old Kildonan,0.098667,0
361,Gilia Tot Lot,195 Gilia Dr,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.393295,0
363,McPhillips Greenway-1,"E side McPhillips St, S of Kingsbury Ave",North,Buffer,GARDEN CITY,Old Kildonan,0.045671,0
365,Montcalm Tot Lot,46 Montcalm Cres,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.222003,0
3660,Sir Wilfrid Laurier Park,70 Cal Gardner Dr,East,Neighbourhood,PEGUIS,Transcona,6.950798,2.527476
3661,Prymak-Chelston Walk,Between 59 & 71 Steve Mymko Dr,East,Linkage,PEGUIS,Transcona,0.148623,0
3663,Vickar Path,Between 95 & 87 Larry Vickar Dr E,East,Greenfield - Future Park: Linkage,PEGUIS,Transcona,0.023993,0
367,Diplomat Tot Lot,1055 Diplomat Dr,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.206655,0
368,Tanoak Tot Lot,53 Hillhouse Rd,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.495524,0
3700,Shirley Render Park,185 River Rd,East,Neighbourhood,PULBERRY,St. Vital,3.051784,0
371,Ambassador Park,179 Ambassador Row,North,Neighbourhood,TEMPLETON-SINCLAIR,Old Kildonan,0.258319,0
374,Amanda Crescent Park,43 Amanda Cres,North,Neighbourhood,TEMPLETON-SINCLAIR,Old Kildonan,1.85026,0
930,Lanark St-Bay C,E side of Lankark St between Greenlawn St & Kingsway,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.599695,0
931,Lanark St-Bay E,Opposite 413 Lanark St,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.305456,0
933,Taylor Green Strip-1,"N side of Taylor Ave, W of Lanark St",South,Buffer,MATHERS,River Heights - Fort Garry,0.089888,0
934,Lanark St-Bay H,Opposite 835 Lanark St,South,Neighbourhood,MATHERS,River Heights - Fort Garry,0.321796,0
935,Lanark St-Bay G,Opposite 803 Lanark St,South,Neighbourhood,MATHERS,River Heights - Fort Garry,0.322409,0
378,Disraeli Buffer-2,96 Disraeli St,North,Linkage,NORTH POINT DOUGLAS,Mynarski,0.273301,0
382,Barber-Rover Park,W of 59 Rover Ave,North,Neighbourhood,NORTH POINT DOUGLAS,Mynarski,0.080796,0
383,Prince Edward-Rover Buffer,N of 44 Prince Edward St,North,Buffer,NORTH POINT DOUGLAS,Mynarski,0.05389,0
3880,Louis Greenburgh Plaza,S side of Scotia St & Leila Ave,North,Neighbourhood,SEVEN OAKS,Mynarski,0.10895,0
937,Theodore Niizhotay Fontaine Park,1496 Wellington Cres,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,1.482119,0
939,Kenaston Willow Parkette East,NE Willow Ave & Kenaston Blvd,South,Buffer,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.186571,0
385,Rover Dike West,N side of Rover between Hallet St & the Disraeli Bridge,North,Linkage,NORTH POINT DOUGLAS,Mynarski,0.975339,0
3860,Lakebourne-Bitterfield Park,"S side of Lakebourne Dr, opposite Bitterfield Dr",North,Neighbourhood,AMBER TRAILS,Old Kildonan,2.575286,2.046421
387,Joe Zuken Heritage Park,140 Meade St N,North,Neighbourhood,NORTH POINT DOUGLAS,Mynarski,0.812835,0
922,Lindsay Buffer Strip B,Between Kingsway & Grosvenor Ave,South,Buffer,NORTH RIVER HEIGHTS,River Heights - Fort Garry,0.603532,0
373,Attache Park,50 Ambassador Row,North,Neighbourhood,TEMPLETON-SINCLAIR,Old Kildonan,0.455278,0
377,Disraeli Buffer-1,W of 69 Sutherland Ave,North,Linkage,NORTH POINT DOUGLAS,Mynarski,0.251209,0
386,Micha毛lle Jean Park / Norquay C.C,65 Granville St,North,Community,NORTH POINT DOUGLAS,Mynarski,4.075334,0
392,Old Exhibition Athletic Grounds,80 Sinclair St,North,Community,DUFFERIN,Mynarski,13.636253,0
3920,Kirby/Setter Park,575 Setter St,North,Neighbourhood,HERITAGE PARK,St. James,0.124745,0
393,William Whyte School Athletic Fields,E of Andrews betweenn Magnus Ave & Manitoba Ave,North,Neighbourhood,WILLIAM WHYTE,Mynarski,0.318816,0
3940,Castlebury-Jefferson Walk,Between 151 & 159 Castlebury Meadows Dr,North,Greenfield - Future Park: Buffer,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.628252,0
3943,Castlebury-Hazelton Park,115 Hazelton Dr,North,Neighbourhood,NORTH INKSTER INDUSTRIAL,Old Kildonan,1.259314,0
3961,Argue & Rosedale Athletic Field,"W side of Argue St, N of Jubilee Ave",South,Neighbourhood,LORD ROBERTS,Fort Rouge - East Fort Garry,1.320371,0
3963,Ridgewood West Playground,160 McKellar Dr,South,Greenfield - Future Park: Neighbourhood,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,2.809545,0
398,Rejoice Fun Park,503 Aberdeen Ave,North,Neighbourhood,WILLIAM WHYTE,Mynarski,0.083567,0
4001,Bonaventure Park,70 Evelyne Reese Blvd,East,Linkage,FRAIPONT,St. Vital,1.949545,0.976709
983,Don Smith Park,1016 Scurfield Blvd,South,Community,WHYTE RIDGE,Waverley West,3.900358,0
986,Alumni Place Triangle,S side Chancellor Dr at Alumni Pl,South,Neighbourhood,WAVERLEY HEIGHTS,Waverley West,0.152503,0
4000,Bonavista Rail Line Buffer North,Between 269 & 273 Bonaventure Dr W,East,Greenfield - Future Park: Buffer,FRAIPONT,St. Vital,1.403288,0
4003,Fraipont Park,161 Evelyne Reese Blvd,East,Community,FRAIPONT,St. Vital,6.637287,0.817249
401,John Yuzyk Park-Sinclair Park C.C-Robertson Site,665 Radford St,North,Community,ROBERTSON,Mynarski,0.666181,0
4010,Bonavista Walk SE,Between 138 & 142 Eau-Claire Dr,East,Greenfield - Future Park: Linkage,FRAIPONT,St. Vital,0.021862,0
4011,Bonavista Walk SW,Between 106 & 98  Whitehorn Cres,East,Greenfield - Future Park: Linkage,FRAIPONT,St. Vital,0.019818,0
4007,Eau-Claire Park,100 Jack Reimer Dr,East,Greenfield - Future Park: Linkage,FRAIPONT,St. Vital,2.332373,0.177916
4008,Jack Reimer Drive Park,1650 Warde Ave,East,Greenfield - Future Park: Linkage,FRAIPONT,St. Vital,2.728254,1.509937
4009,Bonavista-Lagimodiere Walk,Between 243 & 251 Crestmont Dr,East,Greenfield - Future Park: Linkage,FRAIPONT,St. Vital,0.04729,0
4104,Granite Grove Road Park,N side of Waverley St between Skyline Dr & Youngstown Rd,South,Greenfield - Future Park: Linkage,PRAIRIE POINTE,Waverley West,12.161173,5.538353
877,Lockhart McDowall Garden,6409 Roblin Blvd,South,Buffer,SOUTHBOINE,Charleswood - Tuxedo - Westwood,0.420124,0
3945,Castlebury Entrance Park,50 Castlebury Meadows Dr,North,Greenfield - Future Park: Neighbourhood,NORTH INKSTER INDUSTRIAL,Old Kildonan,2.589804,1.926337
3946,Castlebury South Park,Between 591 & 601 Castlebury Meadows Dr,North,Neighbourhood,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.127623,0
400,St. John's Park,1 Fowler St.,North,Community,ST. JOHN'S PARK,Mynarski,6.284368,0
402,Machray Park,475 Anderson Ave,North,Neighbourhood,ST. JOHN'S,Mynarski,1.464644,0
4060,Chalmers Green,NW Kent Rd & Chalmers Ave E (located off the back lane),East,Neighbourhood,EAST ELMWOOD,Elmwood - East Kildonan,0.342968,0
404,Tinniswood Bay Park,Opposite 439 Tinniswood St,North,Neighbourhood,ROBERTSON,Mynarski,0.352159,0
407,St. John's Leisure Centre,S of 601 Aikins St,North,Community,ST. JOHN'S,Mynarski,0.43486,0
408,Salter Tot Lot,"Corner of Inkster Blvd, Polson Ave, Aikins St & Salter St",North,Neighbourhood,ST. JOHN'S,Mynarski,0.415095,0
409,McGregor Park,580 Andrews St,North,Neighbourhood,ST. JOHN'S,Mynarski,0.375047,0
410,Parr Tot Lot,600 McKenzie St,North,Neighbourhood,INKSTER-FARADAY,Mynarski,0.237391,0
4101,Longspur Greenspace,"E side of Longspur Rd, of Finchfield Crt",South,Linkage,PRAIRIE POINTE,Waverley West,0.314481,0
944,Ducharme Park South,1035 Ducharme Ave,South,Linkage,PARC LA SALLE,St. Norbert - Seine River,1.140315,0.19574
421,Andrews Tot Lot,588 Powers St,North,Neighbourhood,ST. JOHN'S,Mynarski,0.241444,0
422,Lansdowne Buffer North,E 879 Lansdowne Ave,North,Buffer,ROBERTSON,Mynarski,0.060534,0
4220,Parc Charette Park,3310 Pembina Hwy,South,Linkage,ST. NORBERT,St. Norbert - Seine River,1.28248,0.128038
425,Burrows-Cutler Greenspace,N side of Burrows Ave between Garden Grove Dr & Palms Blvd,North,Linkage,TYNDALL PARK,Point Douglas,5.561188,4.016995
950,Parc De Moissac,920 St. Gabriel Ave,South,Neighbourhood,ST. NORBERT,St. Norbert - Seine River,0.546869,0
414,Polson Bay Park-4,Opposite 869 Polson Ave,North,Neighbourhood,ROBERTSON,Mynarski,0.219617,0
4140,Magas Memorial Park,534 Regent Ave E,East,Neighbourhood,MELROSE,Transcona,0.074945,0
953,Dorge Park,30 Dorge Dr,South,Neighbourhood,PARC LA SALLE,St. Norbert - Seine River,0.350502,0
954,St. Norbert C.C,3450 Pembina Hwy,South,Community,ST. NORBERT,St. Norbert - Seine River,5.654735,0
415,Polson Bay Park-5,Opposite 809 Polson Ave,North,Neighbourhood,ROBERTSON,Mynarski,0.177439,0
419,Bender Hydro Buffer,Behind 90 Bender By,North,Fragment,MYNARSKI,Mynarski,0.006903,0
429,Inkster Greenway South-A,S side Inkster Blvd W of Groverdale Ave,North,Buffer,TYNDALL PARK,Point Douglas,1.464844,0
4105,Firestone Park,197 Firestone Dr,South,Greenfield - Future Park: Neighbourhood,PRAIRIE POINTE,Waverley West,2.333805,0
4120,Apee Panchhi Park,70 El Tassi Dr,East,Neighbourhood,PEGUIS,Transcona,0.997427,0
4260,Aubrey Green,1020 Palmerston Ave,North,Neighbourhood,WOLSELEY,Daniel McIntyre,0.120856,0.00476
433,Speers Dussault Walkway,S of Jubinville By between Speers Rd & Dussault Ave,East,Linkage,WINDSOR PARK,St. Boniface,0.321648,0
427,Egesz Park,340 Egesz St,North,Neighbourhood,TYNDALL PARK,Point Douglas,1.382273,0
4340,Camiel Sys Park,871 Camiel Sys St,East,Neighbourhood,ST. BONIFACE INDUSTRIAL PARK,Transcona,0.749363,0
436,Bentley Park,"E side of Bentley St, N of Manitoba Ave",North,Neighbourhood,TYNDALL PARK,Point Douglas,0.484421,0
497,Tamarind Park,25 Tamarind Dr,East,Neighbourhood,KILDONAN DRIVE,North Kildonan,0.346551,0
498,Diamond-Rothesay Park,55 Diamond St,East,Neighbourhood,RIVER EAST,North Kildonan,0.330922,0
499,Paufeld Park,405 Paufeld Dr,East,Neighbourhood,ROSSMERE-A,North Kildonan,1.728238,0
5,Marj Edey Park,945 Fairmont Rd,South,Community,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,10.08475,0.088589
437,Walsall Park,2099 Manitoba Ave,North,Neighbourhood,TYNDALL PARK,Point Douglas,0.647389,0
4380,Waterside Rotary Park,225 Shady Shores Dr W,East,Neighbourhood,ST. BONIFACE INDUSTRIAL PARK,Transcona,0.766167,0
4381,Shady Shores Buffer,294 Shady Shores Dr W,East,Buffer,ST. BONIFACE INDUSTRIAL PARK,Transcona,0.874651,0
4422,Rover-Grove Buffer,S side of Rover Ave between Grove St & Prince Edward St,North,Buffer,NORTH POINT DOUGLAS,Mynarski,0.043277,0
4441,Essar Park,100 Essar Ave,East,Neighbourhood,KILDONAN DRIVE,North Kildonan,0.267108,0
446,Keewatin Buffer South,"W side Keewatin St, S of Inkster Garden Dr",North,Buffer,INKSTER GARDENS,Point Douglas,0.221566,0
81,Minto Athletic Grounds,685 Minto St,North,Community,MINTO,Daniel McIntyre,2.178809,0
811,Dr. D. W. Penner School Grounds,E of 46 Greenwood Ave,East,Fragment,VISTA,St. Vital,0.055717,0
958,Kilkenny Riverbank,E of Kilkenny Dr between Radcliffe Rd & Perimeter Hwy,South,Nature,FORT RICHMOND,St. Norbert - Seine River,9.877785,0.330327
959,Baldry Creek Park,"N side Dalhousie Dr, W of Baylor Ave",South,Neighbourhood,FORT RICHMOND,St. Norbert - Seine River,5.241114,2.194028
828,Maple Grove Park,100 Frobisher Rd,East,Regional,MAPLE GROVE PARK,St. Norbert - Seine River,64.862298,0.715837
842,South St. Vital Greenway-5,"Between Ashford Dr & Dakota St, S of Paddington Rd",East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.092745,0
843,Warde-Forsyth Buffer-West,S of 195 John Forsyth Rd,East,Fragment,RIVER PARK SOUTH,St. Norbert - Seine River,0.036817,0
439,Kinver Park,133 Dexter St,North,Neighbourhood,TYNDALL PARK,Point Douglas,3.001959,0
44,Dumoulin Park,360 Notre Dame St,East,Review - Regional,NORTH ST. BONIFACE,St. Boniface,1.208205,0.167884
440,Keewatin-Maples Buffer,"W side of Keewatin St, N of Burrows Ave",North,Buffer,TYNDALL PARK,Point Douglas,0.306768,0
454,Columbus Park,381 Munroe Ave,East,Neighbourhood,MUNROE WEST,Elmwood - East Kildonan,0.71681,0
4560,Sir Robert Borden Park,1525 Devonshire Dr W,East,Greenfield - Future Park: Neighbourhood,PEGUIS,Transcona,4.545022,1.116361
4564,Nestor Gylywoychuk Park,124 John Neufeld Cres,East,Greenfield - Future Park: Neighbourhood,PEGUIS,Transcona,0.486915,0
4565,Tyson Trail Path South,Between 134 & 142 Tyson Trail,East,Greenfield - Future Park: Linkage,PEGUIS,Transcona,0.044997,0
441,George Heshka Park,2165 Burrows Ave,North,Linkage,TYNDALL PARK,Point Douglas,8.861481,3.386893
4562,Lieutenant Colonel John McCrae Park,15 Tackaberry Wy,East,Greenfield - Future Park: Linkage,PEGUIS,Transcona,4.808254,2.905222
4567,Devonshire Village Path,Between Darthmoor Dr & Edward Schreyer Pky,East,Greenfield - Future Park: Linkage,PEGUIS,Transcona,0.188877,0
443,Gainsborough Cove Tot Lot,84 Gainsborough Cv,North,Neighbourhood,TYNDALL PARK,Point Douglas,0.139106,0
448,Albina Fuga Park,62 Fuga By,North,Neighbourhood,TYNDALL PARK,Point Douglas,0.637611,0
449,Roger Le Grand Park,186 Garton Ave,North,Neighbourhood,INKSTER GARDENS,Point Douglas,2.803082,0
450,Garton Park,"Between Inkster Garden Dr, Garton Ave & Belton St",North,Neighbourhood,INKSTER GARDENS,Point Douglas,5.506301,2.650274
460,Henderson Buffer,"W side Henderson Hwy, N of Mossdale Ave",East,Buffer,KILDONAN DRIVE,North Kildonan,0.146793,0
451,Garden Drive Park,265 Inkster Garden Dr,North,Neighbourhood,INKSTER GARDENS,Point Douglas,2.899443,0
461,Anderson Park,900 Raleigh St,East,Community,ROSSMERE-A,North Kildonan,4.434398,0
452,Keewatin Buffer North,"W side Keewatin St, N of Inkster Garden Dr",North,Buffer,INKSTER GARDENS,Point Douglas,0.558982,0
457,Centennial Park,802 Raleigh St,East,Community,ROSSMERE-B,Elmwood - East Kildonan,3.119381,0
458,Glenn McWhinney Park,401 Linden Ave,East,Neighbourhood,ROSSMERE-B,Elmwood - East Kildonan,0.092766,0
4580,Tamblyn-Bessboro Path,Between 77 Bessboro St N & 82 Tamblyn Rd,South,Linkage,WHYTE RIDGE,Waverley West,0.061294,0
540,Kildonan Meadows Park South,195 Kildonan Meadow Dr,East,Community,MEADOWS,Transcona,6.541592,2.747746
4581,Komagata Maru Park,80 Singh Tr,North,Neighbourhood,INKSTER GARDENS,Point Douglas,1.929067,0
4582,Grosvenor-Lanark Greenspace,E of 1741 Grosvenor Ave,South,Buffer,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.032362,0
4584,Lanark-Greenlawn Greenspace South,"W side of Lanark St, S of Greenlawn St",South,Buffer,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.033374,0
4585,Lanark-Greenlawn Greenspace North,E of 7 Greenlawn St,South,Buffer,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.041836,0
46,Mazenod Park,130 Mazenod Rd,East,Community,ST. BONIFACE INDUSTRIAL PARK,Transcona,13.312477,4.046795
4604,Templeton North Park,1267 Templeton Ave,North,Greenfield - Future Park: Linkage,LEILA NORTH,Old Kildonan,1.303351,0
4606,Leila North Buffer,"N Side of Dylan Marshall Gate, E of Pipeline Rd",North,Greenfield - Future Park: Buffer,LEILA NORTH,Old Kildonan,1.245025,0
462,Fraser's Grove Park,85 Fraser's Gr,East,Neighbourhood,KILDONAN DRIVE,North Kildonan,8.811706,0
466,Dounreay Park,6 Dounreay By,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.184312,0
4660,North Point Park,260 North Point Blvd,North,Review - Will be reviewed by Naturalists,WEST KILDONAN INDUSTRIAL,Old Kildonan,4.345097,1.709349
4620,Scotswood-Glenbush Park,244 Glenbush St,South,Greenfield - Future Park: Neighbourhood,BETSWORTH,Charleswood - Tuxedo - Westwood,0.263449,0
467,East End Cultural & Leisure Centre,575 Larsen Ave,East,Community,CHALMERS,Elmwood - East Kildonan,1.05373,0
470,Armstrong Park,1030 Munroe Ave,East,Neighbourhood,MUNROE EAST,Elmwood - East Kildonan,1.787077,0
471,East Elmwood C.C,490 Keenleyside St,East,Community,MUNROE EAST,Elmwood - East Kildonan,2.511173,0
473,Girdwood Park,45 Girdwood Cres,East,Neighbourhood,MUNROE EAST,Elmwood - East Kildonan,0.274151,0
965,McGill Place Park,82 McGill Pl,South,Neighbourhood,FORT RICHMOND,St. Norbert - Seine River,0.425492,0
4600,Scotswood Park,366 Scotswood Dr S,South,Neighbourhood,BETSWORTH,Charleswood - Tuxedo - Westwood,1.322883,0.474891
4602,St. Mary's Riverbank,"Between 1922 & 1950 St. Mary's Rd, along Red River",East,Greenfield - Future Park: Neighbourhood,RIVER PARK SOUTH,St. Norbert - Seine River,1.116332,0.044808
4603,Sage Creek-Bishop Grandin Buffer,N of Snowberry Cr,East,Greenfield - Future Park: Buffer,SAGE CREEK,St. Vital,0.793403,0
4605,Daylan Marshall Gate Park,93 Daylan Marshall Gt,North,Greenfield - Future Park: Neighbourhood,LEILA NORTH,Old Kildonan,1.585276,0
463,Pleasant Bay Park,326 McLeod Ave,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.198957,0
464,McLeod Park,482 McLeod Ave,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.386923,0
465,Durness Park,6 Durness By,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.184525,0
4740,Dominion Bridge Park,Between 1500 & 1550 Dublin Ave,North,Greenfield - Future Park: Nature,ST. JAMES INDUSTRIAL,St. James,1.510103,0.529885
489,Essar Greenspace,107 Essar Ave,East,Neighbourhood,KILDONAN DRIVE,North Kildonan,0.164406,0
475,Garvie Bay Park,40 Garvie By,East,Neighbourhood,MUNROE EAST,Elmwood - East Kildonan,0.192366,0
476,Green Valley Bay Park,15 Gibson St,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,0.399472,0
4760,Chmilowsky Park,95 Art Miki Way,East,Neighbourhood,PEGUIS,Transcona,0.74196,0
477,Civic Park,901 Kimberly Ave (Valley Gardens C.C at 218 Antrim Rd),East,Community,VALLEY GARDENS,Elmwood - East Kildonan,16.890779,0
478,Avaco-Snowdon Park,85 Snowdon Ave,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,1.172994,0
48,Omand's Creek Border Site,"E side of Border St, N of Dublin Ave",North,Linkage,ST. JAMES INDUSTRIAL,St. James,0.245552,0.043783
480,Arby Bay Park,268 Arby By,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.159587,0
481,North Kildonan C.C,1144 Kingsford Pl,East,Community,ROSSMERE-A,North Kildonan,0.359924,0
482,Raleigh Buffer-3,S side of Raleigh St between Edison Ave & Oakland Ave,East,Buffer,ROSSMERE-A,North Kildonan,0.223695,0
483,Raleigh Park,629 Mark Pearce Ave,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.544125,0
484,Corinne Park,1120 Corinne St,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.299671,0
485,de Graff Bay Park,111 De Graff By,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.830298,0
486,Raleigh Buffer-1,E of 192 Eade Cres,East,Buffer,ROSSMERE-A,North Kildonan,0.028044,0
496,Kellas Park,336 Gilmore Ave,East,Neighbourhood,RIVER EAST,North Kildonan,0.112199,0
487,Raleigh Buffer-2,"W side of Raliegh St, S of Eade Cres",East,Buffer,ROSSMERE-A,North Kildonan,0.16123,0
488,Whellams Lane Park,"N side Essar Ave, W of Appleton St",East,Neighbourhood,KILDONAN DRIVE,North Kildonan,1.329418,0
4903,Rover-Stephens Park,NE cornder of Stephens St & Rover Ave,North,Buffer,NORTH POINT DOUGLAS,Mynarski,0.07042,0
502,Douglas Park,52 Serenity Cv,East,Neighbourhood,RIVER EAST,North Kildonan,0.754623,0
491,Marcie Park,2 Marcie St,East,Neighbourhood,RIVER EAST,North Kildonan,0.201591,0
4923,Melrose Ave West Park,727 Melrose Ave W,East,Neighbourhood,MELROSE,Transcona,0.08361,0
5141,Bois-des-esprits,650 Shorehill Dr,East,Nature,ROYALWOOD,St. Vital,30.809896,0
506,Donwood Park,440 Donwood Dr,East,Neighbourhood,ROSSMERE-A,North Kildonan,2.128766,0
849,Vialoux Walkway,"E end of Vialoux Dr, E of Wexford St",South,Linkage,VIALOUX,Charleswood - Tuxedo - Westwood,0.035916,0
493,Bunn's Creek Centennial Park,365 McIvor Ave,East,Community,RIVER EAST,North Kildonan,16.729307,0.76504
494,Bunn's Creek Greenway-C,E side of Rothesay St between Bonner Ave & Strood Ave,East,Linkage,RIVER EAST,North Kildonan,3.163978,0.182363
518,Bunn's Creek Greenway-B,Between Henderson Hwy & Bonner Ave,East,Linkage,RIVER EAST,North Kildonan,3.487232,0.45876
5324,Mrs. Nelson Park,195 El Tassi Dr,East,Neighbourhood,PEGUIS,Transcona,0.124715,0
100,Trappiste Monastery Forest,W side of Pembina Hwy between Rue Des Trappistes & Father Labonte Ave,South,Nature,PERRAULT,St. Norbert - Seine River,31.406977,0
82,Arrowwood Tot Lot,99 Arrowwood Dr S,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.272129,0
844,River Road Park West,S side River Rd at Minnetonka St,East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,2.084642,0.152531
1009,Fort Garry C.C-Victoria Site,80 Derek St,South,Community,BEAUMONT,River Heights - Fort Garry,1.500469,0
101,Bannatyne Playground,1816 Bannatyne Ave W,North,Neighbourhood,BROOKLANDS,Point Douglas,0.185931,0
1001,Dickson Crescent Park,23 Dickson Cres,South,Neighbourhood,MAYBANK,River Heights - Fort Garry,0.116306,0
1002,Biscayne Bay Park,25 Biscayne Bay,South,Neighbourhood,MAYBANK,River Heights - Fort Garry,0.117951,0
